program_id,coverage_part,coverage_name,state,operation,layer,links_to,copybooks_used,path
GPILUL01,PR,Premises and Operations Liability,IL,UPDATE,BUSINESS-LOGIC,GPILUD01,GPILC001,programs/PR/gpilul01.cbl
GPILUD01,PR,Premises and Operations Liability,IL,UPDATE,DB2-ACCESS,GPILUV01,GPILC001,programs/PR/gpilud01.cbl
GPILUV01,PR,Premises and Operations Liability,IL,UPDATE,VSAM-ACCESS,,GPILC001,programs/PR/gpiluv01.cbl
GPILDL01,PR,Premises and Operations Liability,IL,DELETE,BUSINESS-LOGIC,GPILDD01,GPILC001,programs/PR/gpildl01.cbl
GPILDD01,PR,Premises and Operations Liability,IL,DELETE,DB2-ACCESS,GPILDV01,GPILC001,programs/PR/gpildd01.cbl
GPILDV01,PR,Premises and Operations Liability,IL,DELETE,VSAM-ACCESS,,GPILC001,programs/PR/gpildv01.cbl
GPILRL01,PR,Premises and Operations Liability,IL,RATE,BUSINESS-LOGIC,GPILRD01,GPILC001,programs/PR/gpilrl01.cbl
GPILRD01,PR,Premises and Operations Liability,IL,RATE,DB2-ACCESS,,GPILC001,programs/PR/gpilrd01.cbl
GPILRV01,PR,Premises and Operations Liability,IL,RATE,VSAM-ACCESS,,GPILC001,programs/PR/gpilrv01.cbl
GPINAL01,PR,Premises and Operations Liability,IN,ADD,BUSINESS-LOGIC,GPINAD01,GPINC001,programs/PR/gpinal01.cbl
GPINAD01,PR,Premises and Operations Liability,IN,ADD,DB2-ACCESS,GPINAV01,GPINC001,programs/PR/gpinad01.cbl
GPINAV01,PR,Premises and Operations Liability,IN,ADD,VSAM-ACCESS,,GPINC001,programs/PR/gpinav01.cbl
GPINIL01,PR,Premises and Operations Liability,IN,INQUIRE,BUSINESS-LOGIC,GPINID01,GPINC001,programs/PR/gpinil01.cbl
GPINID01,PR,Premises and Operations Liability,IN,INQUIRE,DB2-ACCESS,,GPINC001,programs/PR/gpinid01.cbl
GPINIV01,PR,Premises and Operations Liability,IN,INQUIRE,VSAM-ACCESS,,GPINC001,programs/PR/gpiniv01.cbl
GPINUL01,PR,Premises and Operations Liability,IN,UPDATE,BUSINESS-LOGIC,GPINUD01,GPINC001,programs/PR/gpinul01.cbl
GPINUD01,PR,Premises and Operations Liability,IN,UPDATE,DB2-ACCESS,GPINUV01,GPINC001,programs/PR/gpinud01.cbl
GPINUV01,PR,Premises and Operations Liability,IN,UPDATE,VSAM-ACCESS,,GPINC001,programs/PR/gpinuv01.cbl
GPINDL01,PR,Premises and Operations Liability,IN,DELETE,BUSINESS-LOGIC,GPINDD01,GPINC001,programs/PR/gpindl01.cbl
GPINDD01,PR,Premises and Operations Liability,IN,DELETE,DB2-ACCESS,GPINDV01,GPINC001,programs/PR/gpindd01.cbl
GPINDV01,PR,Premises and Operations Liability,IN,DELETE,VSAM-ACCESS,,GPINC001,programs/PR/gpindv01.cbl
GPINRL01,PR,Premises and Operations Liability,IN,RATE,BUSINESS-LOGIC,GPINRD01,GPINC001,programs/PR/gpinrl01.cbl
GPINRD01,PR,Premises and Operations Liability,IN,RATE,DB2-ACCESS,,GPINC001,programs/PR/gpinrd01.cbl
GPINRV01,PR,Premises and Operations Liability,IN,RATE,VSAM-ACCESS,,GPINC001,programs/PR/gpinrv01.cbl
GPIAAL01,PR,Premises and Operations Liability,IA,ADD,BUSINESS-LOGIC,GPIAAD01,GPIAC001,programs/PR/gpiaal01.cbl
GPIAAD01,PR,Premises and Operations Liability,IA,ADD,DB2-ACCESS,GPIAAV01,GPIAC001,programs/PR/gpiaad01.cbl
GPIAAV01,PR,Premises and Operations Liability,IA,ADD,VSAM-ACCESS,,GPIAC001,programs/PR/gpiaav01.cbl
GPIAIL01,PR,Premises and Operations Liability,IA,INQUIRE,BUSINESS-LOGIC,GPIAID01,GPIAC001,programs/PR/gpiail01.cbl
GPIAID01,PR,Premises and Operations Liability,IA,INQUIRE,DB2-ACCESS,,GPIAC001,programs/PR/gpiaid01.cbl
GPIAIV01,PR,Premises and Operations Liability,IA,INQUIRE,VSAM-ACCESS,,GPIAC001,programs/PR/gpiaiv01.cbl
GPIAUL01,PR,Premises and Operations Liability,IA,UPDATE,BUSINESS-LOGIC,GPIAUD01,GPIAC001,programs/PR/gpiaul01.cbl
GPIAUD01,PR,Premises and Operations Liability,IA,UPDATE,DB2-ACCESS,GPIAUV01,GPIAC001,programs/PR/gpiaud01.cbl
GPIAUV01,PR,Premises and Operations Liability,IA,UPDATE,VSAM-ACCESS,,GPIAC001,programs/PR/gpiauv01.cbl
GPIADL01,PR,Premises and Operations Liability,IA,DELETE,BUSINESS-LOGIC,GPIADD01,GPIAC001,programs/PR/gpiadl01.cbl
GPIADD01,PR,Premises and Operations Liability,IA,DELETE,DB2-ACCESS,GPIADV01,GPIAC001,programs/PR/gpiadd01.cbl
GPIADV01,PR,Premises and Operations Liability,IA,DELETE,VSAM-ACCESS,,GPIAC001,programs/PR/gpiadv01.cbl
GPIARL01,PR,Premises and Operations Liability,IA,RATE,BUSINESS-LOGIC,GPIARD01,GPIAC001,programs/PR/gpiarl01.cbl
GPIARD01,PR,Premises and Operations Liability,IA,RATE,DB2-ACCESS,,GPIAC001,programs/PR/gpiard01.cbl
GPIARV01,PR,Premises and Operations Liability,IA,RATE,VSAM-ACCESS,,GPIAC001,programs/PR/gpiarv01.cbl
GPKSAL01,PR,Premises and Operations Liability,KS,ADD,BUSINESS-LOGIC,GPKSAD01,GPKSC001,programs/PR/gpksal01.cbl
GPKSAD01,PR,Premises and Operations Liability,KS,ADD,DB2-ACCESS,GPKSAV01,GPKSC001,programs/PR/gpksad01.cbl
GPKSAV01,PR,Premises and Operations Liability,KS,ADD,VSAM-ACCESS,,GPKSC001,programs/PR/gpksav01.cbl
GPKSIL01,PR,Premises and Operations Liability,KS,INQUIRE,BUSINESS-LOGIC,GPKSID01,GPKSC001,programs/PR/gpksil01.cbl
GPKSID01,PR,Premises and Operations Liability,KS,INQUIRE,DB2-ACCESS,,GPKSC001,programs/PR/gpksid01.cbl
GPKSIV01,PR,Premises and Operations Liability,KS,INQUIRE,VSAM-ACCESS,,GPKSC001,programs/PR/gpksiv01.cbl
GPKSUL01,PR,Premises and Operations Liability,KS,UPDATE,BUSINESS-LOGIC,GPKSUD01,GPKSC001,programs/PR/gpksul01.cbl
GPKSUD01,PR,Premises and Operations Liability,KS,UPDATE,DB2-ACCESS,GPKSUV01,GPKSC001,programs/PR/gpksud01.cbl
GPKSUV01,PR,Premises and Operations Liability,KS,UPDATE,VSAM-ACCESS,,GPKSC001,programs/PR/gpksuv01.cbl
GPKSDL01,PR,Premises and Operations Liability,KS,DELETE,BUSINESS-LOGIC,GPKSDD01,GPKSC001,programs/PR/gpksdl01.cbl
GPKSDD01,PR,Premises and Operations Liability,KS,DELETE,DB2-ACCESS,GPKSDV01,GPKSC001,programs/PR/gpksdd01.cbl
GPKSDV01,PR,Premises and Operations Liability,KS,DELETE,VSAM-ACCESS,,GPKSC001,programs/PR/gpksdv01.cbl
GPKSRL01,PR,Premises and Operations Liability,KS,RATE,BUSINESS-LOGIC,GPKSRD01,GPKSC001,programs/PR/gpksrl01.cbl
GPKSRD01,PR,Premises and Operations Liability,KS,RATE,DB2-ACCESS,,GPKSC001,programs/PR/gpksrd01.cbl
GPKSRV01,PR,Premises and Operations Liability,KS,RATE,VSAM-ACCESS,,GPKSC001,programs/PR/gpksrv01.cbl
GPKYAL01,PR,Premises and Operations Liability,KY,ADD,BUSINESS-LOGIC,GPKYAD01,GPKYC001,programs/PR/gpkyal01.cbl
GPKYAD01,PR,Premises and Operations Liability,KY,ADD,DB2-ACCESS,GPKYAV01,GPKYC001,programs/PR/gpkyad01.cbl
GPKYAV01,PR,Premises and Operations Liability,KY,ADD,VSAM-ACCESS,,GPKYC001,programs/PR/gpkyav01.cbl
GPKYIL01,PR,Premises and Operations Liability,KY,INQUIRE,BUSINESS-LOGIC,GPKYID01,GPKYC001,programs/PR/gpkyil01.cbl
GPKYID01,PR,Premises and Operations Liability,KY,INQUIRE,DB2-ACCESS,,GPKYC001,programs/PR/gpkyid01.cbl
GPKYIV01,PR,Premises and Operations Liability,KY,INQUIRE,VSAM-ACCESS,,GPKYC001,programs/PR/gpkyiv01.cbl
GPKYUL01,PR,Premises and Operations Liability,KY,UPDATE,BUSINESS-LOGIC,GPKYUD01,GPKYC001,programs/PR/gpkyul01.cbl
GPKYUD01,PR,Premises and Operations Liability,KY,UPDATE,DB2-ACCESS,GPKYUV01,GPKYC001,programs/PR/gpkyud01.cbl
GPKYUV01,PR,Premises and Operations Liability,KY,UPDATE,VSAM-ACCESS,,GPKYC001,programs/PR/gpkyuv01.cbl
GPKYDL01,PR,Premises and Operations Liability,KY,DELETE,BUSINESS-LOGIC,GPKYDD01,GPKYC001,programs/PR/gpkydl01.cbl
GPKYDD01,PR,Premises and Operations Liability,KY,DELETE,DB2-ACCESS,GPKYDV01,GPKYC001,programs/PR/gpkydd01.cbl
GPKYDV01,PR,Premises and Operations Liability,KY,DELETE,VSAM-ACCESS,,GPKYC001,programs/PR/gpkydv01.cbl
GPKYRL01,PR,Premises and Operations Liability,KY,RATE,BUSINESS-LOGIC,GPKYRD01,GPKYC001,programs/PR/gpkyrl01.cbl
GPKYRD01,PR,Premises and Operations Liability,KY,RATE,DB2-ACCESS,,GPKYC001,programs/PR/gpkyrd01.cbl
GPKYRV01,PR,Premises and Operations Liability,KY,RATE,VSAM-ACCESS,,GPKYC001,programs/PR/gpkyrv01.cbl
GPLAAL01,PR,Premises and Operations Liability,LA,ADD,BUSINESS-LOGIC,GPLAAD01,GPLAC001,programs/PR/gplaal01.cbl
GPLAAD01,PR,Premises and Operations Liability,LA,ADD,DB2-ACCESS,GPLAAV01,GPLAC001,programs/PR/gplaad01.cbl
GPLAAV01,PR,Premises and Operations Liability,LA,ADD,VSAM-ACCESS,,GPLAC001,programs/PR/gplaav01.cbl
GPLAIL01,PR,Premises and Operations Liability,LA,INQUIRE,BUSINESS-LOGIC,GPLAID01,GPLAC001,programs/PR/gplail01.cbl
GPLAID01,PR,Premises and Operations Liability,LA,INQUIRE,DB2-ACCESS,,GPLAC001,programs/PR/gplaid01.cbl
GPLAIV01,PR,Premises and Operations Liability,LA,INQUIRE,VSAM-ACCESS,,GPLAC001,programs/PR/gplaiv01.cbl
GPLAUL01,PR,Premises and Operations Liability,LA,UPDATE,BUSINESS-LOGIC,GPLAUD01,GPLAC001,programs/PR/gplaul01.cbl
GPLAUD01,PR,Premises and Operations Liability,LA,UPDATE,DB2-ACCESS,GPLAUV01,GPLAC001,programs/PR/gplaud01.cbl
GPLAUV01,PR,Premises and Operations Liability,LA,UPDATE,VSAM-ACCESS,,GPLAC001,programs/PR/gplauv01.cbl
GPLADL01,PR,Premises and Operations Liability,LA,DELETE,BUSINESS-LOGIC,GPLADD01,GPLAC001,programs/PR/gpladl01.cbl
GPLADD01,PR,Premises and Operations Liability,LA,DELETE,DB2-ACCESS,GPLADV01,GPLAC001,programs/PR/gpladd01.cbl
GPLADV01,PR,Premises and Operations Liability,LA,DELETE,VSAM-ACCESS,,GPLAC001,programs/PR/gpladv01.cbl
GPLARL01,PR,Premises and Operations Liability,LA,RATE,BUSINESS-LOGIC,GPLARD01,GPLAC001,programs/PR/gplarl01.cbl
GPLARD01,PR,Premises and Operations Liability,LA,RATE,DB2-ACCESS,,GPLAC001,programs/PR/gplard01.cbl
GPLARV01,PR,Premises and Operations Liability,LA,RATE,VSAM-ACCESS,,GPLAC001,programs/PR/gplarv01.cbl
GPMEAL01,PR,Premises and Operations Liability,ME,ADD,BUSINESS-LOGIC,GPMEAD01,GPMEC001,programs/PR/gpmeal01.cbl
GPMEAD01,PR,Premises and Operations Liability,ME,ADD,DB2-ACCESS,GPMEAV01,GPMEC001,programs/PR/gpmead01.cbl
GPMEAV01,PR,Premises and Operations Liability,ME,ADD,VSAM-ACCESS,,GPMEC001,programs/PR/gpmeav01.cbl
GPMEIL01,PR,Premises and Operations Liability,ME,INQUIRE,BUSINESS-LOGIC,GPMEID01,GPMEC001,programs/PR/gpmeil01.cbl
GPMEID01,PR,Premises and Operations Liability,ME,INQUIRE,DB2-ACCESS,,GPMEC001,programs/PR/gpmeid01.cbl
GPMEIV01,PR,Premises and Operations Liability,ME,INQUIRE,VSAM-ACCESS,,GPMEC001,programs/PR/gpmeiv01.cbl
GPMEUL01,PR,Premises and Operations Liability,ME,UPDATE,BUSINESS-LOGIC,GPMEUD01,GPMEC001,programs/PR/gpmeul01.cbl
GPMEUD01,PR,Premises and Operations Liability,ME,UPDATE,DB2-ACCESS,GPMEUV01,GPMEC001,programs/PR/gpmeud01.cbl
GPMEUV01,PR,Premises and Operations Liability,ME,UPDATE,VSAM-ACCESS,,GPMEC001,programs/PR/gpmeuv01.cbl
GPMEDL01,PR,Premises and Operations Liability,ME,DELETE,BUSINESS-LOGIC,GPMEDD01,GPMEC001,programs/PR/gpmedl01.cbl
GPMEDD01,PR,Premises and Operations Liability,ME,DELETE,DB2-ACCESS,GPMEDV01,GPMEC001,programs/PR/gpmedd01.cbl
GPMEDV01,PR,Premises and Operations Liability,ME,DELETE,VSAM-ACCESS,,GPMEC001,programs/PR/gpmedv01.cbl
GPMERL01,PR,Premises and Operations Liability,ME,RATE,BUSINESS-LOGIC,GPMERD01,GPMEC001,programs/PR/gpmerl01.cbl
GPMERD01,PR,Premises and Operations Liability,ME,RATE,DB2-ACCESS,,GPMEC001,programs/PR/gpmerd01.cbl
GPMERV01,PR,Premises and Operations Liability,ME,RATE,VSAM-ACCESS,,GPMEC001,programs/PR/gpmerv01.cbl
GPMDAL01,PR,Premises and Operations Liability,MD,ADD,BUSINESS-LOGIC,GPMDAD01,GPMDC001,programs/PR/gpmdal01.cbl
GPMDAD01,PR,Premises and Operations Liability,MD,ADD,DB2-ACCESS,GPMDAV01,GPMDC001,programs/PR/gpmdad01.cbl
GPMDAV01,PR,Premises and Operations Liability,MD,ADD,VSAM-ACCESS,,GPMDC001,programs/PR/gpmdav01.cbl
GPMDIL01,PR,Premises and Operations Liability,MD,INQUIRE,BUSINESS-LOGIC,GPMDID01,GPMDC001,programs/PR/gpmdil01.cbl
GPMDID01,PR,Premises and Operations Liability,MD,INQUIRE,DB2-ACCESS,,GPMDC001,programs/PR/gpmdid01.cbl
GPMDIV01,PR,Premises and Operations Liability,MD,INQUIRE,VSAM-ACCESS,,GPMDC001,programs/PR/gpmdiv01.cbl
GPMDUL01,PR,Premises and Operations Liability,MD,UPDATE,BUSINESS-LOGIC,GPMDUD01,GPMDC001,programs/PR/gpmdul01.cbl
GPMDUD01,PR,Premises and Operations Liability,MD,UPDATE,DB2-ACCESS,GPMDUV01,GPMDC001,programs/PR/gpmdud01.cbl
GPMDUV01,PR,Premises and Operations Liability,MD,UPDATE,VSAM-ACCESS,,GPMDC001,programs/PR/gpmduv01.cbl
GPMDDL01,PR,Premises and Operations Liability,MD,DELETE,BUSINESS-LOGIC,GPMDDD01,GPMDC001,programs/PR/gpmddl01.cbl
GPMDDD01,PR,Premises and Operations Liability,MD,DELETE,DB2-ACCESS,GPMDDV01,GPMDC001,programs/PR/gpmddd01.cbl
GPMDDV01,PR,Premises and Operations Liability,MD,DELETE,VSAM-ACCESS,,GPMDC001,programs/PR/gpmddv01.cbl
GPMDRL01,PR,Premises and Operations Liability,MD,RATE,BUSINESS-LOGIC,GPMDRD01,GPMDC001,programs/PR/gpmdrl01.cbl
GPMDRD01,PR,Premises and Operations Liability,MD,RATE,DB2-ACCESS,,GPMDC001,programs/PR/gpmdrd01.cbl
GPMDRV01,PR,Premises and Operations Liability,MD,RATE,VSAM-ACCESS,,GPMDC001,programs/PR/gpmdrv01.cbl
GPMAAL01,PR,Premises and Operations Liability,MA,ADD,BUSINESS-LOGIC,GPMAAD01,GPMAC001,programs/PR/gpmaal01.cbl
GPMAAD01,PR,Premises and Operations Liability,MA,ADD,DB2-ACCESS,GPMAAV01,GPMAC001,programs/PR/gpmaad01.cbl
GPMAAV01,PR,Premises and Operations Liability,MA,ADD,VSAM-ACCESS,,GPMAC001,programs/PR/gpmaav01.cbl
GPMAIL01,PR,Premises and Operations Liability,MA,INQUIRE,BUSINESS-LOGIC,GPMAID01,GPMAC001,programs/PR/gpmail01.cbl
GPMAID01,PR,Premises and Operations Liability,MA,INQUIRE,DB2-ACCESS,,GPMAC001,programs/PR/gpmaid01.cbl
GPMAIV01,PR,Premises and Operations Liability,MA,INQUIRE,VSAM-ACCESS,,GPMAC001,programs/PR/gpmaiv01.cbl
GPMAUL01,PR,Premises and Operations Liability,MA,UPDATE,BUSINESS-LOGIC,GPMAUD01,GPMAC001,programs/PR/gpmaul01.cbl
GPMAUD01,PR,Premises and Operations Liability,MA,UPDATE,DB2-ACCESS,GPMAUV01,GPMAC001,programs/PR/gpmaud01.cbl
GPMAUV01,PR,Premises and Operations Liability,MA,UPDATE,VSAM-ACCESS,,GPMAC001,programs/PR/gpmauv01.cbl
GPMADL01,PR,Premises and Operations Liability,MA,DELETE,BUSINESS-LOGIC,GPMADD01,GPMAC001,programs/PR/gpmadl01.cbl
GPMADD01,PR,Premises and Operations Liability,MA,DELETE,DB2-ACCESS,GPMADV01,GPMAC001,programs/PR/gpmadd01.cbl
GPMADV01,PR,Premises and Operations Liability,MA,DELETE,VSAM-ACCESS,,GPMAC001,programs/PR/gpmadv01.cbl
GPMARL01,PR,Premises and Operations Liability,MA,RATE,BUSINESS-LOGIC,GPMARD01,GPMAC001,programs/PR/gpmarl01.cbl
GPMARD01,PR,Premises and Operations Liability,MA,RATE,DB2-ACCESS,,GPMAC001,programs/PR/gpmard01.cbl
GPMARV01,PR,Premises and Operations Liability,MA,RATE,VSAM-ACCESS,,GPMAC001,programs/PR/gpmarv01.cbl
GPMIAL01,PR,Premises and Operations Liability,MI,ADD,BUSINESS-LOGIC,GPMIAD01,GPMIC001,programs/PR/gpmial01.cbl
GPMIAD01,PR,Premises and Operations Liability,MI,ADD,DB2-ACCESS,GPMIAV01,GPMIC001,programs/PR/gpmiad01.cbl
GPMIAV01,PR,Premises and Operations Liability,MI,ADD,VSAM-ACCESS,,GPMIC001,programs/PR/gpmiav01.cbl
GPMIIL01,PR,Premises and Operations Liability,MI,INQUIRE,BUSINESS-LOGIC,GPMIID01,GPMIC001,programs/PR/gpmiil01.cbl
GPMIID01,PR,Premises and Operations Liability,MI,INQUIRE,DB2-ACCESS,,GPMIC001,programs/PR/gpmiid01.cbl
GPMIIV01,PR,Premises and Operations Liability,MI,INQUIRE,VSAM-ACCESS,,GPMIC001,programs/PR/gpmiiv01.cbl
GPMIUL01,PR,Premises and Operations Liability,MI,UPDATE,BUSINESS-LOGIC,GPMIUD01,GPMIC001,programs/PR/gpmiul01.cbl
GPMIUD01,PR,Premises and Operations Liability,MI,UPDATE,DB2-ACCESS,GPMIUV01,GPMIC001,programs/PR/gpmiud01.cbl
GPMIUV01,PR,Premises and Operations Liability,MI,UPDATE,VSAM-ACCESS,,GPMIC001,programs/PR/gpmiuv01.cbl
GPMIDL01,PR,Premises and Operations Liability,MI,DELETE,BUSINESS-LOGIC,GPMIDD01,GPMIC001,programs/PR/gpmidl01.cbl
GPMIDD01,PR,Premises and Operations Liability,MI,DELETE,DB2-ACCESS,GPMIDV01,GPMIC001,programs/PR/gpmidd01.cbl
GPMIDV01,PR,Premises and Operations Liability,MI,DELETE,VSAM-ACCESS,,GPMIC001,programs/PR/gpmidv01.cbl
GPMIRL01,PR,Premises and Operations Liability,MI,RATE,BUSINESS-LOGIC,GPMIRD01,GPMIC001,programs/PR/gpmirl01.cbl
GPMIRD01,PR,Premises and Operations Liability,MI,RATE,DB2-ACCESS,,GPMIC001,programs/PR/gpmird01.cbl
GPMIRV01,PR,Premises and Operations Liability,MI,RATE,VSAM-ACCESS,,GPMIC001,programs/PR/gpmirv01.cbl
GPMNAL01,PR,Premises and Operations Liability,MN,ADD,BUSINESS-LOGIC,GPMNAD01,GPMNC001,programs/PR/gpmnal01.cbl
GPMNAD01,PR,Premises and Operations Liability,MN,ADD,DB2-ACCESS,GPMNAV01,GPMNC001,programs/PR/gpmnad01.cbl
GPMNAV01,PR,Premises and Operations Liability,MN,ADD,VSAM-ACCESS,,GPMNC001,programs/PR/gpmnav01.cbl
GPMNIL01,PR,Premises and Operations Liability,MN,INQUIRE,BUSINESS-LOGIC,GPMNID01,GPMNC001,programs/PR/gpmnil01.cbl
GPMNID01,PR,Premises and Operations Liability,MN,INQUIRE,DB2-ACCESS,,GPMNC001,programs/PR/gpmnid01.cbl
GPMNIV01,PR,Premises and Operations Liability,MN,INQUIRE,VSAM-ACCESS,,GPMNC001,programs/PR/gpmniv01.cbl
GPMNUL01,PR,Premises and Operations Liability,MN,UPDATE,BUSINESS-LOGIC,GPMNUD01,GPMNC001,programs/PR/gpmnul01.cbl
GPMNUD01,PR,Premises and Operations Liability,MN,UPDATE,DB2-ACCESS,GPMNUV01,GPMNC001,programs/PR/gpmnud01.cbl
GPMNUV01,PR,Premises and Operations Liability,MN,UPDATE,VSAM-ACCESS,,GPMNC001,programs/PR/gpmnuv01.cbl
GPMNDL01,PR,Premises and Operations Liability,MN,DELETE,BUSINESS-LOGIC,GPMNDD01,GPMNC001,programs/PR/gpmndl01.cbl
GPMNDD01,PR,Premises and Operations Liability,MN,DELETE,DB2-ACCESS,GPMNDV01,GPMNC001,programs/PR/gpmndd01.cbl
GPMNDV01,PR,Premises and Operations Liability,MN,DELETE,VSAM-ACCESS,,GPMNC001,programs/PR/gpmndv01.cbl
GPMNRL01,PR,Premises and Operations Liability,MN,RATE,BUSINESS-LOGIC,GPMNRD01,GPMNC001,programs/PR/gpmnrl01.cbl
GPMNRD01,PR,Premises and Operations Liability,MN,RATE,DB2-ACCESS,,GPMNC001,programs/PR/gpmnrd01.cbl
GPMNRV01,PR,Premises and Operations Liability,MN,RATE,VSAM-ACCESS,,GPMNC001,programs/PR/gpmnrv01.cbl
GPMSAL01,PR,Premises and Operations Liability,MS,ADD,BUSINESS-LOGIC,GPMSAD01,GPMSC001,programs/PR/gpmsal01.cbl
GPMSAD01,PR,Premises and Operations Liability,MS,ADD,DB2-ACCESS,GPMSAV01,GPMSC001,programs/PR/gpmsad01.cbl
GPMSAV01,PR,Premises and Operations Liability,MS,ADD,VSAM-ACCESS,,GPMSC001,programs/PR/gpmsav01.cbl
GPMSIL01,PR,Premises and Operations Liability,MS,INQUIRE,BUSINESS-LOGIC,GPMSID01,GPMSC001,programs/PR/gpmsil01.cbl
GPMSID01,PR,Premises and Operations Liability,MS,INQUIRE,DB2-ACCESS,,GPMSC001,programs/PR/gpmsid01.cbl
GPMSIV01,PR,Premises and Operations Liability,MS,INQUIRE,VSAM-ACCESS,,GPMSC001,programs/PR/gpmsiv01.cbl
GPMSUL01,PR,Premises and Operations Liability,MS,UPDATE,BUSINESS-LOGIC,GPMSUD01,GPMSC001,programs/PR/gpmsul01.cbl
GPMSUD01,PR,Premises and Operations Liability,MS,UPDATE,DB2-ACCESS,GPMSUV01,GPMSC001,programs/PR/gpmsud01.cbl
GPMSUV01,PR,Premises and Operations Liability,MS,UPDATE,VSAM-ACCESS,,GPMSC001,programs/PR/gpmsuv01.cbl
GPMSDL01,PR,Premises and Operations Liability,MS,DELETE,BUSINESS-LOGIC,GPMSDD01,GPMSC001,programs/PR/gpmsdl01.cbl
GPMSDD01,PR,Premises and Operations Liability,MS,DELETE,DB2-ACCESS,GPMSDV01,GPMSC001,programs/PR/gpmsdd01.cbl
GPMSDV01,PR,Premises and Operations Liability,MS,DELETE,VSAM-ACCESS,,GPMSC001,programs/PR/gpmsdv01.cbl
GPMSRL01,PR,Premises and Operations Liability,MS,RATE,BUSINESS-LOGIC,GPMSRD01,GPMSC001,programs/PR/gpmsrl01.cbl
GPMSRD01,PR,Premises and Operations Liability,MS,RATE,DB2-ACCESS,,GPMSC001,programs/PR/gpmsrd01.cbl
GPMSRV01,PR,Premises and Operations Liability,MS,RATE,VSAM-ACCESS,,GPMSC001,programs/PR/gpmsrv01.cbl
GPMOAL01,PR,Premises and Operations Liability,MO,ADD,BUSINESS-LOGIC,GPMOAD01,GPMOC001,programs/PR/gpmoal01.cbl
GPMOAD01,PR,Premises and Operations Liability,MO,ADD,DB2-ACCESS,GPMOAV01,GPMOC001,programs/PR/gpmoad01.cbl
GPMOAV01,PR,Premises and Operations Liability,MO,ADD,VSAM-ACCESS,,GPMOC001,programs/PR/gpmoav01.cbl
GPMOIL01,PR,Premises and Operations Liability,MO,INQUIRE,BUSINESS-LOGIC,GPMOID01,GPMOC001,programs/PR/gpmoil01.cbl
GPMOID01,PR,Premises and Operations Liability,MO,INQUIRE,DB2-ACCESS,,GPMOC001,programs/PR/gpmoid01.cbl
GPMOIV01,PR,Premises and Operations Liability,MO,INQUIRE,VSAM-ACCESS,,GPMOC001,programs/PR/gpmoiv01.cbl
GPMOUL01,PR,Premises and Operations Liability,MO,UPDATE,BUSINESS-LOGIC,GPMOUD01,GPMOC001,programs/PR/gpmoul01.cbl
GPMOUD01,PR,Premises and Operations Liability,MO,UPDATE,DB2-ACCESS,GPMOUV01,GPMOC001,programs/PR/gpmoud01.cbl
GPMOUV01,PR,Premises and Operations Liability,MO,UPDATE,VSAM-ACCESS,,GPMOC001,programs/PR/gpmouv01.cbl
GPMODL01,PR,Premises and Operations Liability,MO,DELETE,BUSINESS-LOGIC,GPMODD01,GPMOC001,programs/PR/gpmodl01.cbl
GPMODD01,PR,Premises and Operations Liability,MO,DELETE,DB2-ACCESS,GPMODV01,GPMOC001,programs/PR/gpmodd01.cbl
GPMODV01,PR,Premises and Operations Liability,MO,DELETE,VSAM-ACCESS,,GPMOC001,programs/PR/gpmodv01.cbl
GPMORL01,PR,Premises and Operations Liability,MO,RATE,BUSINESS-LOGIC,GPMORD01,GPMOC001,programs/PR/gpmorl01.cbl
GPMORD01,PR,Premises and Operations Liability,MO,RATE,DB2-ACCESS,,GPMOC001,programs/PR/gpmord01.cbl
GPMORV01,PR,Premises and Operations Liability,MO,RATE,VSAM-ACCESS,,GPMOC001,programs/PR/gpmorv01.cbl
GPMTAL01,PR,Premises and Operations Liability,MT,ADD,BUSINESS-LOGIC,GPMTAD01,GPMTC001,programs/PR/gpmtal01.cbl
GPMTAD01,PR,Premises and Operations Liability,MT,ADD,DB2-ACCESS,GPMTAV01,GPMTC001,programs/PR/gpmtad01.cbl
GPMTAV01,PR,Premises and Operations Liability,MT,ADD,VSAM-ACCESS,,GPMTC001,programs/PR/gpmtav01.cbl
GPMTIL01,PR,Premises and Operations Liability,MT,INQUIRE,BUSINESS-LOGIC,GPMTID01,GPMTC001,programs/PR/gpmtil01.cbl
GPMTID01,PR,Premises and Operations Liability,MT,INQUIRE,DB2-ACCESS,,GPMTC001,programs/PR/gpmtid01.cbl
GPMTIV01,PR,Premises and Operations Liability,MT,INQUIRE,VSAM-ACCESS,,GPMTC001,programs/PR/gpmtiv01.cbl
GPMTUL01,PR,Premises and Operations Liability,MT,UPDATE,BUSINESS-LOGIC,GPMTUD01,GPMTC001,programs/PR/gpmtul01.cbl
GPMTUD01,PR,Premises and Operations Liability,MT,UPDATE,DB2-ACCESS,GPMTUV01,GPMTC001,programs/PR/gpmtud01.cbl
GPMTUV01,PR,Premises and Operations Liability,MT,UPDATE,VSAM-ACCESS,,GPMTC001,programs/PR/gpmtuv01.cbl
GPMTDL01,PR,Premises and Operations Liability,MT,DELETE,BUSINESS-LOGIC,GPMTDD01,GPMTC001,programs/PR/gpmtdl01.cbl
GPMTDD01,PR,Premises and Operations Liability,MT,DELETE,DB2-ACCESS,GPMTDV01,GPMTC001,programs/PR/gpmtdd01.cbl
